review_description,rating
المشكله ان في مطاعم بتحط صور لمنتج مختلف تماما عن المنتج الحقيقي وده يعتبر نصب. وانا للاسف وقعت في الفخ ده امبارح مع مطعم اسمه المصري فرع بنك الاسكان بورسعيد. كانت تجربة سيئه جدا وبجد قفلتني من تطبيق طلبات كله,negative
نصابين وحرميه,negative
ليش الاكل يوصلني بارد,negative
كيف ممكن اعرف ان الطلب وصل للمطعم,positive
كل فترة يغلون سعر التوصيل 😐😑,negative
كتكم القرف يارب تموتو اولا مش بيلغي طلبات وثانيا مفيش محلات هنا في حدائق حلوان,negative
سيءه جدا جدا طلامه إنت مش بتعرفه تشتغله بتعملوه ليه مثلا يعني 🐍 إيه القرف ده ياربي,negative
بيتزا,negative
كيف يمكن تسجيل سيارتي للعمل معكم في العاصمه الأردنيه عمان؟؟ ارجو الرد,positive
زي الزفت طلبي اخد وقت كبير جدا ويا يوصل يا لا,negative
برنامج حلو جدا بس الخايس فيه انه ندفع فلوس التوصيل,positive
عروض وهمية والاوردر وصل متاخر ومفيش خصومات طب مانا اطلب م المطعم دايركت #طلبات_نصابين,negative
تطبيق مبيدعمش التوصيل عندي يبقا لزمته اي,negative
جميل جداً ورائع جدا,positive
انا عملت النجمه دي بس علشان اكتب التعليق لكن اقسم بالله ازبل تطبيق شوفته ياريت متحملوه ولاردار يجي زي الزفت,negative
البرنامج جيد جدا ولكن لا يريد التسبيت علي هاتفي الجديد كان مسبت علي هاتفي القدم عندما غيرت الهاتف لا يريد التسبيت,positive
واو😍😍,positive
توصيل بسرعه برنامج جميل,positive
ابلكيشن تعبان بعد ما تعمل الاوردر يقولك المطحم مش متاح ممكن تشوف مطعم آخر يعني ايه مش فاهم انا رميته,negative
زلظرلتلتار,positive
"شركة حرامية المنيو الأكل عندهم اغلي خمسة او عشرة جنيه عن منيو المطعم الحقيقي، والواحد كلن بيقول مش مشكلة اكنه تمن التوصيل، لكن كمان ضافول تمن التوصيل 10 جنيه حرامية عيني عينك!!",negative
التطبيق وحش ونزلته مش راضي يفتح خالص مع انوا النت كويس,negative
مش عاوز يتنزل,negative
كتيييير حلو اجمل ططبيق استعملتو,positive
شكرا على جهودكم... لو سمحت نحتاج للوضع الداكن على الثطبيق كليا من أجل العيون لسهولة القراءة تحياتي الطيبة,positive
تجربة سيئه جدا وقمت بمسح التطبيق نصب في نصب,negative
ثالث,positive
هذا البرنامج سي بدرجه كبير منصحش بي تحميل هذا التطبيق👎,negative
غير صادق,neutral
تجربة سئ جدا لهذا البرنامج المعقد❄️ الذي يجعلك تندم في التفكير بشراء طعام🍝🥙 الشيء المفيد فية انة يساعد علي الرجيم 🍏بعدم احضار الطعام لك😁,negative
نجمه بس عشلن اعلق يامدير الشركه لاتنام عن حلالك وانتبه الشكاوي عليكم واجد علمو عمالكم ان مايطق الباب بس اتصال انا عديتها كذا مره الساعه 3 باليل يدق جرس البيت والله الثالثه ثابته ثقفو السواقين ولا بس همك فلوس والخدمه فاشله,negative
وحش جدا جدا مش مفهوم اصلا كل اما احدد الموقع يقولى لايمكن التوصيل الي هذا المكان اغير الموقع يقولى نفس الحاجة نصيحتي محدش يحملوا,negative
تطبيق كويس بس لازم ينزل خصومات كتير عشان الناس تنجذب للموضوع,positive
ممتاز بشكل رهيب استمرو,positive
أسوء تطبيق توصيل في مصر,negative
كان بيجيلي قسائم لمدة أسبوع فقد وبعدها توقفت القسائم التي تأتي لي وكلمتهم وقالولي معندهمش حل للمشكلة دي معرفش ازاي معندهمش حل لهذه المشكلة مع أن المشكلة دي المفروض تكون من اسهل المشكلات أنهم يحلوهم,negative
البرنامج مش عايز ينزل معايا,negative
برنامج جيد,positive
احسن برنامج اكل,positive
سيئ جدا جدا جدا جدا جدا مو موفر اي مطاعم كل ما ادخل اسم المطعم يقول المنطقة محظوره هذا البرنامج سيئ جدا جدا جدا جدا جدا جدا جدا,negative
خخخخخخخخخخخخخخخخخحخخخخحححخخخخخخخخخخخخخخخخخخخخخخخخخخخححخخخخخخخخخخ,positive
غير جيده,positive
يحب قلبك الوجبه,positive
خدمه سريعه,positive
عليكم مراقبة السائقين وارشادهم غير متعلمين لقوانين المرور خصيصا في دبي,negative
ما انصح احد ينزل التطبيق ولا يستخدم البطاقة الائتمانية ما عندهم مصداقية في التوصيل والمبلغ اللي دفعت بروح عنك واسفل السواقين للدراجات في الشوارع من غير حسيب ورقيب راجعو موظفين التوصيل قلة أدب واحترام في الشوارع مالها حل .,negative
كوبونات وهميه واداره فاشله للتسويق وتحميل الابلكيشن ومفيش خصومات وكله ضحك عشان بس تزودوا عدد التحميل للابلكيشن . تجربه سئيه وشركه سيئه .. جدا,negative
برنامج فاشل والسبب / التأخير مع التواصل مع المطعم برنامج ديليفرو أفضل,negative
لايعمل بشكل سريع في تلفونات سمسونق,negative
تمم,positive
دعاء,positive
خدمه فوق الممتاز,positive
حاجه كده منتهي القرف ماانصحش اي حد فعلا يحمله ولا يتعامل معاهم برنامج اطلب القديم كان جيد وكنت بستخدمه لكن ده فعلا زباله قوي,negative
أكثر من سيئ,negative
😐😶😒,negative
تطبيق طلبات تطبيق ابن جزمه ابن كلب معفن تطبيقين عادي ابعث لي لموته,negative
afdel bernameg llakl,positive
فين ال٧٥ مفيش. خصم,negative
احسن برنامج بيوصل طلبات فى مصر,positive
كيف يمكنني العمل مع طلبات,neutral
بينزلو عروض مضروبة,negative
مفيش خصم كذب,negative
احلى علاج الفقرات كده وما تطبيق شفته في حياتي احلى رجاله بتوصل لك حاجات وبتعمل يا حبايب قلبي احبكم من كل قلبي يا احلى رجاله واحلى كل الناس حبايب قلبي من كل قلبي بحبكم انتم احلى رجاله واحلى ناس بحبكم جدا طول نازلين احلى تطبيق بسم الله ما شاء الله يا احلى رجاله حبايب قلبي,negative
تطبيق سيئ جدا....بيكتبوا كود خصم 75جنيه على أول طلب ولما طلبت أول مرة بيقولي الرمز غير صحيح,negative
زينه,positive
مرة طلبت برغر اخذ ٦ دنانير يعني ٣٠ ريال وهو قريب ما يبعد ١كم,negative
مرحبا انا اريد ان اعرض منتجات الخضروات الجاهزه الخاصه بي اريد اجابه سريعه,positive
شركه نصابين بعد مطلبت الاوردر وكان فى خصم 75 جنيه وتم تاكيدة واجمالى المبلغ النهائى موجود بعد الخصم وبعد مدفعت فيزا سحبو المبلغ بالكامل بدون خصم وبعت شكوى ليهم وقالولى مفيش خصم ونصبو عليا خالو بالكم لان دى دعايه رخيصه ليهم وبيوقعو نفسهم بنفسهم,negative
وانا ايضا,positive
Time Is 😐😐😐Good,positive
احلى اكل في العالم صلباص,positive
انا مشوفتش عرض ال ٧٥ ده خالص وكل ما ادخل واعمل اوردر مافيش مكان نكتب فيه الكود اصلا,negative
